#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","BPs110","SAMN10948535","PRJNA522658","GCA_004323015.1","Complete",6.96233,68.4783,"chromosome 1:NZ_CP036452.1/CP036452.1; chromosome 2:NZ_CP036451.1/CP036451.1",,2,5851,"2019-03-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/323/015/GCA_004323015.1_ASM432301v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/323/015/GCF_004323015.1_ASM432301v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","BPs123","SAMN11109762","PRJNA522658","GCA_004367685.1","Complete",6.97502,68.4342,"chromosome 1:NZ_CP037970.1/CP037970.1; chromosome 2:NZ_CP037969.1/CP037969.1",,2,5868,"2019-03-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/367/685/GCA_004367685.1_ASM436768v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/367/685/GCF_004367685.1_ASM436768v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","BPs115","SAMN10961208","PRJNA522936","GCA_004348055.1","Complete",6.95864,68.3784,"chromosome 1:NZ_CP037758.1/CP037758.1; chromosome 2:NZ_CP037757.1/CP037757.1",,2,5832,"2019-03-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/348/055/GCA_004348055.1_ASM434805v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/348/055/GCF_004348055.1_ASM434805v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","BPs111","SAMN10948547","PRJNA522663","GCA_004323035.1","Complete",6.96641,68.4788,"chromosome 1:NZ_CP036454.1/CP036454.1; chromosome 2:NZ_CP036453.1/CP036453.1",,2,5860,"2019-03-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/323/035/GCA_004323035.1_ASM432303v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/323/035/GCF_004323035.1_ASM432303v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","BPs116","SAMN10961418","PRJNA522951","GCA_004348075.1","Complete",6.92022,68.4661,"chromosome 1:NZ_CP037760.1/CP037760.1; chromosome 2:NZ_CP037759.1/CP037759.1",,2,5790,"2019-03-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/348/075/GCA_004348075.1_ASM434807v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/348/075/GCF_004348075.1_ASM434807v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","BPs112","SAMN11125344","PRJNA522658","GCA_004367705.1","Complete",6.94549,68.4784,"chromosome 1:NZ_CP037976.1/CP037976.1; chromosome 2:NZ_CP037975.1/CP037975.1",,2,5801,"2019-03-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/367/705/GCA_004367705.1_ASM436770v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/367/705/GCF_004367705.1_ASM436770v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","BPs133","SAMN11110186","PRJNA522658","GCA_004367725.1","Complete",6.94196,68.4786,"chromosome 1:NZ_CP037972.1/CP037972.1; chromosome 2:NZ_CP037971.1/CP037971.1",,2,5820,"2019-03-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/367/725/GCA_004367725.1_ASM436772v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/367/725/GCF_004367725.1_ASM436772v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","BPs114","SAMN11124809","PRJNA522658","GCA_004367665.1","Complete",6.9415,68.4786,"chromosome 1:NZ_CP037974.1/CP037974.1; chromosome 2:NZ_CP037973.1/CP037973.1",,2,5826,"2019-03-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/367/665/GCA_004367665.1_ASM436766v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/367/665/GCF_004367665.1_ASM436766v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","HNBP001","SAMN09373889","PRJNA474798","GCA_004842085.1","Complete",7.16359,68.1408,"chromosome 1:NZ_CP038805.1/CP038805.1; chromosome 2:NZ_CP038806.1/CP038806.1",,2,6955,"2019-04-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/842/085/GCA_004842085.1_ASM484208v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/842/085/GCF_004842085.1_ASM484208v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","BGK","SAMN02902623","PRJNA244537","GCA_000763555.1"," Chromosome",7.3042,67.9917,"chromosome 1:NZ_CP008916.1/CP008916.1; chromosome 2:NZ_CP008917.1/CP008917.1",,2,6459,"2014-10-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/763/555/GCA_000763555.1_ASM76355v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/763/555/GCF_000763555.1_ASM76355v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","2002721100","SAMN06007554","PRJNA352974","GCA_002111065.1"," Chromosome",7.34795,67.92,"chromosome 1:NZ_CP018367.1/CP018367.1; chromosome 2:NZ_CP018368.1/CP018368.1",,2,6958,"2017-04-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/111/065/GCA_002111065.1_ASM211106v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/065/GCF_002111065.1_ASM211106v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","2013746776","SAMN06007568","PRJNA352974","GCA_002111185.1"," Chromosome",7.37604,67.9736,"chromosome 1:NZ_CP018395.1/CP018395.1; chromosome 2:NZ_CP018397.1/CP018397.1; plasmid p1:NZ_CP018396.1/CP018396.1",,3,6501,"2017-04-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/111/185/GCA_002111185.1_ASM211118v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/185/GCF_002111185.1_ASM211118v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","2002721684","SAMN06007558","PRJNA352974","GCA_002110925.1"," Chromosome",7.265,68.0481,"chromosome 1:NZ_CP018375.1/CP018375.1; chromosome 2:NZ_CP018376.1/CP018376.1",,2,6068,"2017-04-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/110/925/GCA_002110925.1_ASM211092v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/110/925/GCF_002110925.1_ASM211092v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","MSHR346","SAMN02866335","PRJNA244414","GCA_000756105.1"," Chromosome",7.35442,67.8771,"chromosome:NZ_CP008764.1/CP008764.1; chromosome 2:NZ_CP008763.1/CP008763.1",,2,6198,"2014-09-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/756/105/GCA_000756105.1_ASM75610v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/756/105/GCF_000756105.1_ASM75610v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","H10","SAMN08120383","PRJNA420807","GCA_003546995.3"," Chromosome",7.28744,68.1064,"chromosome 1:NZ_CP025300.3/CP025300.3; chromosome 2:NZ_CP025301.3/CP025301.3",,2,6109,"2018-09-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/546/995/GCA_003546995.3_ASM354699v3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/546/995/GCF_003546995.3_ASM354699v3"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","2011756296","SAMN06007567","PRJNA352974","GCA_002110985.1"," Chromosome",7.30071,67.9647,"chromosome 1:NZ_CP018393.1/CP018393.1; chromosome 2:NZ_CP018394.1/CP018394.1",,2,6102,"2017-04-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/110/985/GCA_002110985.1_ASM211098v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/110/985/GCF_002110985.1_ASM211098v1"
"Burkholderia pseudomallei MSHR1153","Bacteria;Proteobacteria;Betaproteobacteria","MSHR1153","SAMN03008919","PRJNA231860","GCA_000770435.1"," Chromosome",7.3129,68.0346,"chromosome 1:NZ_CP009271.1/CP009271.1; chromosome 2:NZ_CP009272.1/CP009272.1",,2,6386,"2014-10-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/770/435/GCA_000770435.1_ASM77043v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/770/435/GCF_000770435.1_ASM77043v1"
"Burkholderia pseudomallei MSHR3965","Bacteria;Proteobacteria;Betaproteobacteria","MSHR3965","SAMN02951657","PRJNA231179","GCA_000770475.1"," Chromosome",7.28074,68.0455,"chromosome 1:NZ_CP009153.1/CP009153.1; chromosome 2:NZ_CP009152.1/CP009152.1",,2,6128,"2014-10-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/770/475/GCA_000770475.1_ASM77047v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/770/475/GCF_000770475.1_ASM77047v1"
"Burkholderia pseudomallei MSHR2243","Bacteria;Proteobacteria;Betaproteobacteria","MSHR2243","SAMN03004264","PRJNA231528","GCA_000770415.1"," Chromosome",7.14519,68.2343,"chromosome 1:NZ_CP009270.1/CP009270.1; chromosome 2:NZ_CP009269.1/CP009269.1",,2,6304,"2014-10-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/770/415/GCA_000770415.1_ASM77041v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/770/415/GCF_000770415.1_ASM77041v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","InDRE_2Son2018","SAMN12047222","PRJNA550439","GCA_006542585.1"," Chromosome",7.31984,67.5783,"chromosome 1:NZ_CP041220.1/CP041220.1; chromosome 2:NZ_CP041221.1/CP041221.1",,2,6636,"2019-07-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/542/585/GCA_006542585.1_ASM654258v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/542/585/GCF_006542585.1_ASM654258v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","InDRE_1Son2018","SAMN12046668","PRJNA550436","GCA_006542565.1"," Chromosome",7.31971,67.6337,"chromosome 1:NZ_CP041218.1/CP041218.1; chromosome 2:NZ_CP041219.1/CP041219.1",,2,6656,"2019-07-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/542/565/GCA_006542565.1_ASM654256v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/542/565/GCF_006542565.1_ASM654256v1"
"Burkholderia pseudomallei MSHR346","Bacteria;Proteobacteria;Betaproteobacteria","MSHR346","SAMN02470263","PRJNA29855","GCA_000182585.2"," Chromosome",7.34894,67.8769,"chromosome I:NC_012695.1/CP001408.1","ACOJ01",2,7042,"2009-05-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/182/585/GCA_000182585.2_ASM18258v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/182/585/GCF_000182585.2_ASM18258v2"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","FDAARGOS_591","SAMN10228571","PRJNA231221","GCA_003852635.1"," Chromosome",7.3277,67.9902,"chromosome I:NZ_CM011864.1/CM011864.1","RKJT01",2,6943,"2018-11-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/852/635/GCA_003852635.1_ASM385263v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/852/635/GCF_003852635.1_ASM385263v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","MSHR6522","SAMN05607055","PRJNA339871","GCA_001974745.1"," Chromosome",7.28581,68.1347,"chromosome 2:NZ_CM007659.1/CM007659.1","MECZ01",3,6977,"2017-01-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/974/745/GCA_001974745.1_ASM197474v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/974/745/GCF_001974745.1_ASM197474v1"
"Burkholderia pseudomallei MSHR1079","Bacteria;Proteobacteria;Betaproteobacteria","MSHR1079","SAMN03203247","PRJNA178670","GCA_000970955.1"," Chromosome",7.35428,67.9834,"chromosome I:NZ_CM003194.1/CM003194.1; chromosome II:NZ_CM003195.1/CM003195.1","APNS01",2,13043,"2015-04-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/955/GCA_000970955.1_BBM_NCF","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/955/GCF_000970955.1_BBM_NCF"
"Burkholderia pseudomallei MSHR1328","Bacteria;Proteobacteria;Betaproteobacteria","MSHR1328","SAMN03455786","PRJNA178669","GCA_000970935.1"," Chromosome",7.15449,68.1111,"chromosome I:NZ_CM003196.1/CM003196.1; chromosome II:NZ_CM003197.1/CM003197.1","APNR01",2,12155,"2015-04-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/935/GCA_000970935.1_BBL_NCF","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/935/GCF_000970935.1_BBL_NCF"
"Burkholderia pseudomallei 1106b","Bacteria;Proteobacteria;Betaproteobacteria","1106b","SAMN02435836","PRJNA16181","GCA_000193475.1"," Chromosome",7.21653,68.1867,"chromosome I:NZ_CM000774.1/CM000774.1; chromosome II:NZ_CM000775.1/CM000775.1","AAMB02",84,6358,"2005-11-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/193/475/GCA_000193475.1_ASM19347v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/193/475/GCF_000193475.1_ASM19347v1"
"Burkholderia pseudomallei 1710a","Bacteria;Proteobacteria;Betaproteobacteria","1710a","SAMN02435894","PRJNA13950","GCA_000193455.1"," Chromosome",7.33608,67.9398,"chromosome I:NZ_CM000832.1/CM000832.1; chromosome II:NZ_CM000833.1/CM000833.1","AAHS03",40,6439,"2005-06-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/193/455/GCA_000193455.1_ASM19345v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/193/455/GCF_000193455.1_ASM19345v1"
"Burkholderia pseudomallei MSHR435","Bacteria;Proteobacteria;Betaproteobacteria","MSHR435","SAMN02999478","PRJNA231480","GCA_000775165.1"," Chromosome",7.13324,67.9924,"chromosome 1:NZ_CM003019.1/CM003019.1; chromosome 2:NZ_CM003020.1/CM003020.1","JRFP01",2,12819,"2014-11-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/775/165/GCA_000775165.1_BPD","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/775/165/GCF_000775165.1_BPD"
"Burkholderia pseudomallei Bp22","Bacteria;Proteobacteria;Betaproteobacteria","Bp22","SAMN02469818","PRJNA49645","GCA_000195145.1"," Chromosome",7.12499,67.4882,"chromosome I:NZ_CM001156.1/CM001156.1; chromosome II:NZ_CM001157.1/CM001157.1","AFBJ01",2,6077,"2011-04-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/145/GCA_000195145.1_Bp22_1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/145/GCF_000195145.1_Bp22_1.0"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","350105","SAMN03799286","PRJNA288389","GCA_001275585.1"," Chromosome",7.12703,68.1201,"chromosome 1:CP012094.1; chromosome 2:CP012093.1",,2,5484,"2015-08-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/275/585/GCA_001275585.1_ASM127558v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/275/585/GCF_001275585.1_ASM127558v1"
